Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,GapToPrev,Is_Following,CleanMax,Slipstream_Delta,Dirty_Air_Tax
0 days 01:40:12.583000,HAD,6,0 days 00:01:23.701000,30.0,1.0,,,0 days 00:00:27.312000,0 days 00:00:28.622000,0 days 00:00:27.767000,0 days 01:39:16.221000,0 days 01:39:44.843000,0 days 01:40:12.610000,319.0,338.0,315.0,346.0,False,HARD,31.0,False,Racing Bulls,0 days 01:38:48.882000,,1,9.0,False,,False,True,0.931,1,348.0,-2.0,2.8989999999999867
0 days 01:41:36.014000,HAD,6,0 days 00:01:23.431000,31.0,1.0,,,0 days 00:00:27.163000,0 days 00:00:28.480000,0 days 00:00:27.788000,0 days 01:40:39.773000,0 days 01:41:08.253000,0 days 01:41:36.041000,322.0,338.0,315.0,347.0,False,HARD,32.0,False,Racing Bulls,0 days 01:40:12.583000,,1,9.0,False,,False,True,0.791,1,348.0,-1.0,2.6289999999999907
0 days 01:43:04.356000,HAD,6,0 days 00:01:28.342000,32.0,1.0,,0 days 01:43:00.676000,0 days 00:00:27.312000,0 days 00:00:28.834000,0 days 00:00:32.196000,0 days 01:42:03.353000,0 days 01:42:32.187000,0 days 01:43:04.383000,323.0,337.0,,346.0,False,HARD,33.0,False,Racing Bulls,0 days 01:41:36.014000,,1,10.0,False,,False,False,2.721,0,348.0,0.0,7.539999999999992
0 days 01:44:47.348000,HAD,6,0 days 00:01:42.992000,33.0,2.0,0 days 01:43:24.903000,,0 days 00:00:47.595000,0 days 00:00:28.068000,0 days 00:00:27.329000,0 days 01:43:51.978000,0 days 01:44:20.046000,0 days 01:44:47.375000,318.0,320.0,313.0,287.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 01:43:04.356000,,1,16.0,False,,False,False,4.258,0,348.0,0.0,22.189999999999998
0 days 01:46:10.005000,HAD,6,0 days 00:01:22.657000,34.0,2.0,,,0 days 00:00:27.387000,0 days 00:00:27.946000,0 days 00:00:27.324000,0 days 01:45:14.762000,0 days 01:45:42.708000,0 days 01:46:10.032000,317.0,321.0,314.0,323.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 01:44:47.348000,,1,15.0,False,,False,True,4.45,0,348.0,0.0,1.8549999999999898
0 days 01:47:32.586000,HAD,6,0 days 00:01:22.581000,35.0,2.0,,,0 days 00:00:27.198000,0 days 00:00:28.047000,0 days 00:00:27.336000,0 days 01:46:37.230000,0 days 01:47:05.277000,0 days 01:47:32.613000,,322.0,314.0,326.0,True,MEDIUM,3.0,True,Racing Bulls,0 days 01:46:10.005000,,1,15.0,False,,False,True,4.351,0,348.0,0.0,1.7789999999999964
0 days 01:48:55.288000,HAD,6,0 days 00:01:22.702000,36.0,2.0,,,0 days 00:00:27.214000,0 days 00:00:28.042000,0 days 00:00:27.446000,0 days 01:47:59.827000,0 days 01:48:27.869000,0 days 01:48:55.315000,318.0,324.0,315.0,325.0,False,MEDIUM,4.0,True,Racing Bulls,0 days 01:47:32.586000,,1,15.0,False,,False,True,4.418,0,348.0,0.0,1.8999999999999915
0 days 01:50:18.286000,HAD,6,0 days 00:01:22.998000,37.0,2.0,,,0 days 00:00:27.218000,0 days 00:00:28.348000,0 days 00:00:27.432000,0 days 01:49:22.533000,0 days 01:49:50.881000,0 days 01:50:18.313000,317.0,323.0,314.0,,False,MEDIUM,5.0,True,Racing Bulls,0 days 01:48:55.288000,,1,15.0,False,,False,True,4.595,0,348.0,0.0,2.195999999999998
0 days 01:51:41.368000,HAD,6,0 days 00:01:23.082000,38.0,2.0,,,0 days 00:00:27.320000,0 days 00:00:28.351000,0 days 00:00:27.411000,0 days 01:50:45.633000,0 days 01:51:13.984000,0 days 01:51:41.395000,,323.0,315.0,326.0,False,MEDIUM,6.0,True,Racing Bulls,0 days 01:50:18.286000,,1,15.0,False,,False,True,5.113,0,348.0,0.0,2.279999999999987
0 days 01:53:04.113000,HAD,6,0 days 00:01:22.745000,39.0,2.0,,,0 days 00:00:27.273000,0 days 00:00:28.007000,0 days 00:00:27.465000,0 days 01:52:08.668000,0 days 01:52:36.675000,0 days 01:53:04.140000,318.0,325.0,316.0,,False,MEDIUM,7.0,True,Racing Bulls,0 days 01:51:41.368000,,1,15.0,False,,False,True,4.867,0,348.0,0.0,1.9429999999999978
0 days 01:54:27.865000,HAD,6,0 days 00:01:23.752000,40.0,2.0,,,0 days 00:00:27.319000,0 days 00:00:29.124000,0 days 00:00:27.309000,0 days 01:53:31.459000,0 days 01:54:00.583000,0 days 01:54:27.892000,,322.0,315.0,,False,MEDIUM,8.0,True,Racing Bulls,0 days 01:53:04.113000,,12,13.0,False,,False,True,8.003,0,348.0,0.0,2.9499999999999886
0 days 01:55:50.390000,HAD,6,0 days 00:01:22.525000,41.0,2.0,,,0 days 00:00:27.230000,0 days 00:00:28.063000,0 days 00:00:27.232000,0 days 01:54:55.122000,0 days 01:55:23.185000,0 days 01:55:50.417000,316.0,323.0,315.0,327.0,True,MEDIUM,9.0,True,Racing Bulls,0 days 01:54:27.865000,,1,13.0,False,,False,True,6.986,0,348.0,0.0,1.722999999999999
0 days 01:57:12.985000,HAD,6,0 days 00:01:22.595000,42.0,2.0,,,0 days 00:00:27.277000,0 days 00:00:28.063000,0 days 00:00:27.255000,0 days 01:56:17.694000,0 days 01:56:45.757000,0 days 01:57:13.012000,317.0,322.0,315.0,326.0,False,MEDIUM,10.0,True,Racing Bulls,0 days 01:55:50.390000,,1,13.0,False,,False,True,6.134,0,348.0,0.0,1.7929999999999922
0 days 01:58:35.433000,HAD,6,0 days 00:01:22.448000,43.0,2.0,,,0 days 00:00:27.259000,0 days 00:00:27.937000,0 days 00:00:27.252000,0 days 01:57:40.271000,0 days 01:58:08.208000,0 days 01:58:35.460000,,323.0,315.0,325.0,True,MEDIUM,11.0,True,Racing Bulls,0 days 01:57:12.985000,,1,13.0,False,,False,True,5.219,0,348.0,0.0,1.6459999999999866
0 days 01:59:57.860000,HAD,6,0 days 00:01:22.427000,44.0,2.0,,,0 days 00:00:27.204000,0 days 00:00:28.006000,0 days 00:00:27.217000,0 days 01:59:02.664000,0 days 01:59:30.670000,0 days 01:59:57.887000,316.0,323.0,316.0,327.0,True,MEDIUM,12.0,True,Racing Bulls,0 days 01:58:35.433000,,1,13.0,False,,False,True,4.461,0,348.0,0.0,1.625
0 days 02:01:20.190000,HAD,6,0 days 00:01:22.330000,45.0,2.0,,,0 days 00:00:27.200000,0 days 00:00:27.999000,0 days 00:00:27.131000,0 days 02:00:25.087000,0 days 02:00:53.086000,0 days 02:01:20.217000,317.0,323.0,316.0,325.0,True,MEDIUM,13.0,True,Racing Bulls,0 days 01:59:57.860000,,1,13.0,False,,False,True,3.891,0,348.0,0.0,1.5279999999999916
0 days 02:02:42.323000,HAD,6,0 days 00:01:22.133000,46.0,2.0,,,0 days 00:00:27.184000,0 days 00:00:27.867000,0 days 00:00:27.082000,0 days 02:01:47.401000,0 days 02:02:15.268000,0 days 02:02:42.350000,,324.0,317.0,327.0,True,MEDIUM,14.0,True,Racing Bulls,0 days 02:01:20.190000,,1,13.0,False,,False,True,3.227,0,348.0,0.0,1.3309999999999889
0 days 02:04:04.532000,HAD,6,0 days 00:01:22.209000,47.0,2.0,,,0 days 00:00:27.266000,0 days 00:00:27.854000,0 days 00:00:27.089000,0 days 02:03:09.616000,0 days 02:03:37.470000,0 days 02:04:04.559000,318.0,323.0,317.0,326.0,False,MEDIUM,15.0,True,Racing Bulls,0 days 02:02:42.323000,,1,13.0,False,,False,True,2.485,0,348.0,0.0,1.4069999999999965
0 days 02:05:26.771000,HAD,6,0 days 00:01:22.239000,48.0,2.0,,,0 days 00:00:27.132000,0 days 00:00:27.988000,0 days 00:00:27.119000,0 days 02:04:31.691000,0 days 02:04:59.679000,0 days 02:05:26.798000,319.0,324.0,317.0,328.0,False,MEDIUM,16.0,True,Racing Bulls,0 days 02:04:04.532000,,1,13.0,False,,False,True,1.914,0,348.0,0.0,1.4369999999999976
0 days 02:06:49.040000,HAD,6,0 days 00:01:22.269000,49.0,2.0,,,0 days 00:00:27.123000,0 days 00:00:27.927000,0 days 00:00:27.219000,0 days 02:05:53.921000,0 days 02:06:21.848000,0 days 02:06:49.067000,,326.0,316.0,329.0,False,MEDIUM,17.0,True,Racing Bulls,0 days 02:05:26.771000,,1,12.0,False,,False,True,5.348,0,348.0,0.0,1.4669999999999987
0 days 02:08:11.351000,HAD,6,0 days 00:01:22.311000,50.0,2.0,,,0 days 00:00:27.241000,0 days 00:00:27.917000,0 days 00:00:27.153000,0 days 02:07:16.308000,0 days 02:07:44.225000,0 days 02:08:11.378000,317.0,322.0,316.0,326.0,False,MEDIUM,18.0,True,Racing Bulls,0 days 02:06:49.040000,,1,11.0,False,,False,True,5.508,0,348.0,0.0,1.5090000000000003
0 days 02:09:33.577000,HAD,6,0 days 00:01:22.226000,51.0,2.0,,,0 days 00:00:27.235000,0 days 00:00:27.920000,0 days 00:00:27.071000,0 days 02:08:38.613000,0 days 02:09:06.533000,0 days 02:09:33.604000,316.0,322.0,317.0,324.0,False,MEDIUM,19.0,True,Racing Bulls,0 days 02:08:11.351000,,1,11.0,False,,False,True,5.595,0,348.0,0.0,1.4239999999999924
0 days 02:10:55.792000,HAD,6,0 days 00:01:22.215000,52.0,2.0,,,0 days 00:00:27.238000,0 days 00:00:27.877000,0 days 00:00:27.100000,0 days 02:10:00.842000,0 days 02:10:28.719000,0 days 02:10:55.819000,317.0,320.0,316.0,326.0,False,MEDIUM,20.0,True,Racing Bulls,0 days 02:09:33.577000,,1,10.0,False,,False,True,5.191,0,348.0,0.0,1.4129999999999967
0 days 02:12:18.328000,HAD,6,0 days 00:01:22.536000,53.0,2.0,,,0 days 00:00:27.306000,0 days 00:00:28.104000,0 days 00:00:27.126000,0 days 02:11:23.125000,0 days 02:11:51.229000,0 days 02:12:18.355000,,322.0,316.0,340.0,False,MEDIUM,21.0,True,Racing Bulls,0 days 02:10:55.792000,,1,10.0,False,,False,True,5.407,0,348.0,0.0,1.7339999999999947
0 days 00:59:22.536000,SAI,55,0 days 00:01:32.424000,1.0,1.0,,,,0 days 00:00:31.052000,0 days 00:00:29.140000,,0 days 00:58:53.595000,0 days 00:59:22.738000,331.0,315.0,312.0,278.0,False,MEDIUM,1.0,True,Williams,0 days 00:57:49.893000,,1,12.0,False,,False,False,0.51,1,350.0,-72.0,12.634
0 days 01:00:48.164000,SAI,55,0 days 00:01:25.628000,2.0,1.0,,,0 days 00:00:27.813000,0 days 00:00:29.350000,0 days 00:00:28.465000,0 days 00:59:50.411000,0 days 01:00:19.761000,0 days 01:00:48.226000,326.0,341.0,314.0,328.0,True,MEDIUM,2.0,True,Williams,0 days 00:59:22.536000,,1,12.0,False,,False,True,0.467,1,350.0,-22.0,5.837999999999994
0 days 01:02:13.578000,SAI,55,0 days 00:01:25.414000,3.0,1.0,,,0 days 00:00:27.502000,0 days 00:00:29.500000,0 days 00:00:28.412000,0 days 01:01:15.728000,0 days 01:01:45.228000,0 days 01:02:13.640000,321.0,335.0,312.0,351.0,True,MEDIUM,3.0,True,Williams,0 days 01:00:48.164000,,1,12.0,False,,False,True,0.461,1,350.0,1.0,5.623999999999995
0 days 01:03:38.782000,SAI,55,0 days 00:01:25.204000,4.0,1.0,,,0 days 00:00:27.578000,0 days 00:00:29.394000,0 days 00:00:28.232000,0 days 01:02:41.218000,0 days 01:03:10.612000,0 days 01:03:38.844000,315.0,334.0,314.0,345.0,True,MEDIUM,4.0,True,Williams,0 days 01:02:13.578000,,1,12.0,False,,False,True,0.78,1,350.0,-5.0,5.413999999999987
0 days 01:05:03.509000,SAI,55,0 days 00:01:24.727000,5.0,1.0,,,0 days 00:00:27.287000,0 days 00:00:29.181000,0 days 00:00:28.259000,0 days 01:04:06.131000,0 days 01:04:35.312000,0 days 01:05:03.571000,317.0,334.0,314.0,346.0,True,MEDIUM,5.0,True,Williams,0 days 01:03:38.782000,,1,12.0,False,,False,True,0.678,1,350.0,-4.0,4.936999999999998
0 days 01:06:28.213000,SAI,55,0 days 00:01:24.704000,6.0,1.0,,,0 days 00:00:27.233000,0 days 00:00:29.066000,0 days 00:00:28.405000,0 days 01:05:30.804000,0 days 01:05:59.870000,0 days 01:06:28.275000,321.0,337.0,314.0,342.0,True,MEDIUM,6.0,True,Williams,0 days 01:05:03.509000,,1,12.0,False,,False,True,0.637,1,350.0,-8.0,4.913999999999987
0 days 01:07:52.889000,SAI,55,0 days 00:01:24.676000,7.0,1.0,,,0 days 00:00:27.339000,0 days 00:00:29.145000,0 days 00:00:28.192000,0 days 01:06:55.614000,0 days 01:07:24.759000,0 days 01:07:52.951000,326.0,334.0,314.0,344.0,True,MEDIUM,7.0,True,Williams,0 days 01:06:28.213000,,1,12.0,False,,False,True,0.688,1,350.0,-6.0,4.885999999999996
0 days 01:09:17.593000,SAI,55,0 days 00:01:24.704000,8.0,1.0,,,0 days 00:00:27.590000,0 days 00:00:28.784000,0 days 00:00:28.330000,0 days 01:08:20.541000,0 days 01:08:49.325000,0 days 01:09:17.655000,316.0,334.0,314.0,336.0,False,MEDIUM,8.0,True,Williams,0 days 01:07:52.889000,,1,12.0,False,,False,True,0.898,1,350.0,-14.0,4.913999999999987
0 days 01:10:41.982000,SAI,55,0 days 00:01:24.389000,9.0,1.0,,,0 days 00:00:27.357000,0 days 00:00:28.941000,0 days 00:00:28.091000,0 days 01:09:45.012000,0 days 01:10:13.953000,0 days 01:10:42.044000,317.0,331.0,315.0,347.0,True,MEDIUM,9.0,True,Williams,0 days 01:09:17.593000,,1,12.0,False,,False,True,0.767,1,350.0,-3.0,4.5989999999999895
0 days 01:12:06.465000,SAI,55,0 days 00:01:24.483000,10.0,1.0,,,0 days 00:00:27.391000,0 days 00:00:28.918000,0 days 00:00:28.174000,0 days 01:11:09.435000,0 days 01:11:38.353000,0 days 01:12:06.527000,320.0,336.0,313.0,340.0,False,MEDIUM,10.0,True,Williams,0 days 01:10:41.982000,,1,12.0,False,,False,True,0.716,1,350.0,-10.0,4.692999999999998
0 days 01:13:31.057000,SAI,55,0 days 00:01:24.592000,11.0,1.0,,,0 days 00:00:27.458000,0 days 00:00:29.028000,0 days 00:00:28.106000,0 days 01:12:33.985000,0 days 01:13:03.013000,0 days 01:13:31.119000,319.0,329.0,315.0,337.0,False,MEDIUM,11.0,True,Williams,0 days 01:12:06.465000,,1,12.0,False,,False,True,0.646,1,350.0,-13.0,4.8019999999999925
0 days 01:14:55.614000,SAI,55,0 days 00:01:24.557000,12.0,1.0,,,0 days 00:00:27.325000,0 days 00:00:29.041000,0 days 00:00:28.191000,0 days 01:13:58.444000,0 days 01:14:27.485000,0 days 01:14:55.676000,318.0,331.0,315.0,341.0,False,MEDIUM,12.0,True,Williams,0 days 01:13:31.057000,,1,12.0,False,,False,True,0.644,1,350.0,-9.0,4.766999999999996
0 days 01:16:20.063000,SAI,55,0 days 00:01:24.449000,13.0,1.0,,,0 days 00:00:27.351000,0 days 00:00:28.924000,0 days 00:00:28.174000,0 days 01:15:23.027000,0 days 01:15:51.951000,0 days 01:16:20.125000,316.0,330.0,313.0,338.0,False,MEDIUM,13.0,True,Williams,0 days 01:14:55.614000,,1,12.0,False,,False,True,0.67,1,350.0,-12.0,4.658999999999992
0 days 01:17:44.390000,SAI,55,0 days 00:01:24.327000,14.0,1.0,,,0 days 00:00:27.274000,0 days 00:00:28.818000,0 days 00:00:28.235000,0 days 01:16:47.399000,0 days 01:17:16.217000,0 days 01:17:44.452000,317.0,334.0,315.0,340.0,True,MEDIUM,14.0,True,Williams,0 days 01:16:20.063000,,1,12.0,False,,False,True,0.701,1,350.0,-10.0,4.536999999999992
0 days 01:19:08.785000,SAI,55,0 days 00:01:24.395000,15.0,1.0,,,0 days 00:00:27.285000,0 days 00:00:28.886000,0 days 00:00:28.224000,0 days 01:18:11.737000,0 days 01:18:40.623000,0 days 01:19:08.847000,319.0,335.0,315.0,346.0,False,MEDIUM,15.0,True,Williams,0 days 01:17:44.390000,,1,12.0,False,,False,True,0.582,1,350.0,-4.0,4.60499999999999
0 days 01:20:33.263000,SAI,55,0 days 00:01:24.478000,16.0,1.0,,,0 days 00:00:27.337000,0 days 00:00:28.898000,0 days 00:00:28.243000,0 days 01:19:36.184000,0 days 01:20:05.082000,0 days 01:20:33.325000,,334.0,315.0,348.0,False,MEDIUM,16.0,True,Williams,0 days 01:19:08.785000,,1,12.0,False,,False,True,0.675,1,350.0,-2.0,4.687999999999988
0 days 01:21:57.605000,SAI,55,0 days 00:01:24.342000,17.0,1.0,,,0 days 00:00:27.308000,0 days 00:00:28.982000,0 days 00:00:28.052000,0 days 01:21:00.633000,0 days 01:21:29.615000,0 days 01:21:57.667000,320.0,337.0,315.0,346.0,False,MEDIUM,17.0,True,Williams,0 days 01:20:33.263000,,1,12.0,True,TRACK LIMITS AT TURN 4 LAP 17 ,False,True,0.716,1,350.0,-4.0,4.5519999999999925
0 days 01:23:22.393000,SAI,55,0 days 00:01:24.788000,18.0,1.0,,,0 days 00:00:27.502000,0 days 00:00:29.132000,0 days 00:00:28.154000,0 days 01:22:25.169000,0 days 01:22:54.301000,0 days 01:23:22.455000,329.0,336.0,314.0,344.0,False,MEDIUM,18.0,True,Williams,0 days 01:21:57.605000,,1,11.0,False,,False,True,1.224,0,350.0,0.0,4.9979999999999905
0 days 01:24:46.555000,SAI,55,0 days 00:01:24.162000,19.0,1.0,,,0 days 00:00:27.484000,0 days 00:00:28.702000,0 days 00:00:27.976000,0 days 01:23:49.939000,0 days 01:24:18.641000,0 days 01:24:46.617000,314.0,326.0,313.0,338.0,True,MEDIUM,19.0,True,Williams,0 days 01:23:22.393000,,1,10.0,False,,False,True,2.244,0,350.0,0.0,4.372
0 days 01:26:10.768000,SAI,55,0 days 00:01:24.213000,20.0,1.0,,,0 days 00:00:27.422000,0 days 00:00:28.891000,0 days 00:00:27.900000,0 days 01:25:14.039000,0 days 01:25:42.930000,0 days 01:26:10.830000,309.0,313.0,312.0,350.0,False,MEDIUM,20.0,True,Williams,0 days 01:24:46.555000,,1,8.0,False,,False,True,2.711,0,350.0,0.0,4.422999999999988
0 days 01:27:34.582000,SAI,55,0 days 00:01:23.814000,21.0,1.0,,,0 days 00:00:27.301000,0 days 00:00:28.698000,0 days 00:00:27.815000,0 days 01:26:38.131000,0 days 01:27:06.829000,0 days 01:27:34.644000,316.0,315.0,314.0,337.0,True,MEDIUM,21.0,True,Williams,0 days 01:26:10.768000,,1,8.0,False,,False,True,2.837,0,350.0,0.0,4.023999999999987
0 days 01:28:58.284000,SAI,55,0 days 00:01:23.702000,22.0,1.0,,,0 days 00:00:27.387000,0 days 00:00:28.626000,0 days 00:00:27.689000,0 days 01:28:02.031000,0 days 01:28:30.657000,0 days 01:28:58.346000,315.0,316.0,313.0,328.0,True,MEDIUM,22.0,True,Williams,0 days 01:27:34.582000,,1,8.0,False,,False,True,3.244,0,350.0,0.0,3.911999999999992
0 days 01:30:22.111000,SAI,55,0 days 00:01:23.827000,23.0,1.0,,,0 days 00:00:27.372000,0 days 00:00:28.646000,0 days 00:00:27.809000,0 days 01:29:25.718000,0 days 01:29:54.364000,0 days 01:30:22.173000,316.0,319.0,313.0,326.0,False,MEDIUM,23.0,True,Williams,0 days 01:28:58.284000,,1,8.0,True,TRACK LIMITS AT TURN 5 LAP 23 ,False,True,3.4,0,350.0,0.0,4.036999999999992
0 days 01:31:45.948000,SAI,55,0 days 00:01:23.837000,24.0,1.0,,,0 days 00:00:27.363000,0 days 00:00:28.643000,0 days 00:00:27.831000,0 days 01:30:49.536000,0 days 01:31:18.179000,0 days 01:31:46.010000,313.0,314.0,313.0,327.0,False,MEDIUM,24.0,True,Williams,0 days 01:30:22.111000,,1,8.0,False,,False,True,3.722,0,350.0,0.0,4.046999999999997
0 days 01:33:11.030000,SAI,55,0 days 00:01:25.082000,25.0,1.0,,,0 days 00:00:27.937000,0 days 00:00:29.227000,0 days 00:00:27.918000,0 days 01:32:13.947000,0 days 01:32:43.174000,0 days 01:33:11.092000,308.0,333.0,315.0,325.0,False,MEDIUM,25.0,True,Williams,0 days 01:31:45.948000,,1,9.0,False,,False,True,0.705,1,350.0,-25.0,5.291999999999987
0 days 01:34:34.916000,SAI,55,0 days 00:01:23.886000,26.0,1.0,,,0 days 00:00:27.300000,0 days 00:00:28.691000,0 days 00:00:27.895000,0 days 01:33:38.392000,0 days 01:34:07.083000,0 days 01:34:34.978000,318.0,319.0,313.0,339.0,False,MEDIUM,26.0,True,Williams,0 days 01:33:11.030000,,1,9.0,False,,False,True,1.345,0,350.0,0.0,4.095999999999989
0 days 01:35:58.884000,SAI,55,0 days 00:01:23.968000,27.0,1.0,,,0 days 00:00:27.359000,0 days 00:00:28.798000,0 days 00:00:27.811000,0 days 01:35:02.337000,0 days 01:35:31.135000,0 days 01:35:58.946000,313.0,315.0,314.0,328.0,False,MEDIUM,27.0,True,Williams,0 days 01:34:34.916000,,1,9.0,False,,False,True,1.59,0,350.0,0.0,4.177999999999997
0 days 01:37:22.436000,SAI,55,0 days 00:01:23.552000,28.0,1.0,,,0 days 00:00:27.350000,0 days 00:00:28.549000,0 days 00:00:27.653000,0 days 01:36:26.296000,0 days 01:36:54.845000,0 days 01:37:22.498000,317.0,318.0,313.0,327.0,True,MEDIUM,28.0,True,Williams,0 days 01:35:58.884000,,1,8.0,False,,False,True,0.612,1,350.0,-23.0,3.7620000000000005
0 days 01:38:46.293000,SAI,55,0 days 00:01:23.857000,29.0,1.0,,,0 days 00:00:27.366000,0 days 00:00:28.674000,0 days 00:00:27.817000,0 days 01:37:49.864000,0 days 01:38:18.538000,0 days 01:38:46.355000,313.0,310.0,312.0,325.0,False,MEDIUM,29.0,True,Williams,0 days 01:37:22.436000,,1,7.0,False,,False,True,2.421,0,350.0,0.0,4.066999999999993
0 days 01:40:14.118000,SAI,55,0 days 00:01:27.825000,30.0,1.0,,0 days 01:40:10.317000,0 days 00:00:27.367000,0 days 00:00:28.398000,0 days 00:00:32.060000,0 days 01:39:13.722000,0 days 01:39:42.120000,0 days 01:40:14.180000,315.0,318.0,,323.0,False,MEDIUM,30.0,True,Williams,0 days 01:38:46.293000,,1,10.0,False,,False,False,1.535,0,350.0,0.0,8.034999999999997
0 days 01:41:57.950000,SAI,55,0 days 00:01:43.832000,31.0,2.0,0 days 01:40:35.052000,,0 days 00:00:47.992000,0 days 00:00:28.328000,0 days 00:00:27.512000,0 days 01:41:02.172000,0 days 01:41:30.500000,0 days 01:41:58.012000,316.0,316.0,314.0,285.0,False,HARD,1.0,True,Williams,0 days 01:40:14.118000,,1,16.0,False,,False,False,2.411,0,350.0,0.0,24.041999999999987
0 days 01:43:20.575000,SAI,55,0 days 00:01:22.625000,32.0,2.0,,,0 days 00:00:27.179000,0 days 00:00:27.976000,0 days 00:00:27.470000,0 days 01:42:25.191000,0 days 01:42:53.167000,0 days 01:43:20.637000,,318.0,314.0,325.0,True,HARD,2.0,True,Williams,0 days 01:41:57.950000,,1,16.0,False,,False,True,1.854,0,350.0,0.0,2.8349999999999937
0 days 01:44:43.090000,SAI,55,0 days 00:01:22.515000,33.0,2.0,,,0 days 00:00:27.092000,0 days 00:00:28.050000,0 days 00:00:27.373000,0 days 01:43:47.729000,0 days 01:44:15.779000,0 days 01:44:43.152000,314.0,318.0,315.0,340.0,True,HARD,3.0,True,Williams,0 days 01:43:20.575000,,1,15.0,False,,False,True,1.314,0,350.0,0.0,2.7249999999999943
0 days 01:46:05.555000,SAI,55,0 days 00:01:22.465000,34.0,2.0,,,0 days 00:00:27.144000,0 days 00:00:27.921000,0 days 00:00:27.400000,0 days 01:45:10.296000,0 days 01:45:38.217000,0 days 01:46:05.617000,316.0,328.0,315.0,327.0,True,HARD,4.0,True,Williams,0 days 01:44:43.090000,,1,14.0,False,,False,True,0.868,1,350.0,-23.0,2.674999999999997
0 days 01:47:28.235000,SAI,55,0 days 00:01:22.680000,35.0,2.0,,,0 days 00:00:27.128000,0 days 00:00:28.072000,0 days 00:00:27.480000,0 days 01:46:32.745000,0 days 01:47:00.817000,0 days 01:47:28.297000,317.0,329.0,316.0,338.0,False,HARD,5.0,True,Williams,0 days 01:46:05.555000,,1,14.0,False,,False,True,0.612,1,350.0,-12.0,2.8900000000000006
0 days 01:48:50.870000,SAI,55,0 days 00:01:22.635000,36.0,2.0,,,0 days 00:00:27.228000,0 days 00:00:28.095000,0 days 00:00:27.312000,0 days 01:47:55.525000,0 days 01:48:23.620000,0 days 01:48:50.932000,313.0,331.0,318.0,340.0,False,HARD,6.0,True,Williams,0 days 01:47:28.235000,,1,14.0,False,,False,True,0.602,1,350.0,-10.0,2.844999999999999
0 days 01:50:13.691000,SAI,55,0 days 00:01:22.821000,37.0,2.0,,,0 days 00:00:27.204000,0 days 00:00:28.209000,0 days 00:00:27.408000,0 days 01:49:18.136000,0 days 01:49:46.345000,0 days 01:50:13.753000,316.0,328.0,316.0,354.0,False,HARD,7.0,True,Williams,0 days 01:48:50.870000,,1,14.0,False,,False,True,0.842,1,350.0,4.0,3.0309999999999917
0 days 01:51:36.255000,SAI,55,0 days 00:01:22.564000,38.0,2.0,,,0 days 00:00:27.156000,0 days 00:00:28.016000,0 days 00:00:27.392000,0 days 01:50:40.909000,0 days 01:51:08.925000,0 days 01:51:36.317000,315.0,329.0,317.0,338.0,False,HARD,8.0,True,Williams,0 days 01:50:13.691000,,1,14.0,False,,False,True,0.603,1,350.0,-12.0,2.7739999999999867
0 days 01:52:59.246000,SAI,55,0 days 00:01:22.991000,39.0,2.0,,,0 days 00:00:27.244000,0 days 00:00:28.038000,0 days 00:00:27.709000,0 days 01:52:03.561000,0 days 01:52:31.599000,0 days 01:52:59.308000,318.0,331.0,319.0,337.0,False,HARD,9.0,True,Williams,0 days 01:51:36.255000,,1,14.0,False,,False,True,0.408,1,350.0,-13.0,3.2009999999999934
0 days 01:54:28.949000,SAI,55,0 days 00:01:29.703000,40.0,2.0,,,0 days 00:00:27.122000,0 days 00:00:35.055000,0 days 00:00:27.526000,0 days 01:53:26.430000,0 days 01:54:01.485000,0 days 01:54:29.011000,331.0,325.0,316.0,358.0,False,HARD,10.0,True,Williams,0 days 01:52:59.246000,,12,14.0,True,TRACK LIMITS AT TURN 5 LAP 40 ,False,True,1.084,1,350.0,8.0,9.912999999999997
0 days 01:55:51.687000,SAI,55,0 days 00:01:22.738000,41.0,2.0,,,0 days 00:00:27.203000,0 days 00:00:28.107000,0 days 00:00:27.428000,0 days 01:54:56.214000,0 days 01:55:24.321000,0 days 01:55:51.749000,315.0,320.0,316.0,331.0,False,HARD,11.0,True,Williams,0 days 01:54:28.949000,,1,14.0,False,,False,True,1.297,0,350.0,0.0,2.9479999999999933
0 days 01:57:14.169000,SAI,55,0 days 00:01:22.482000,42.0,2.0,,,0 days 00:00:27.137000,0 days 00:00:28.008000,0 days 00:00:27.337000,0 days 01:56:18.886000,0 days 01:56:46.894000,0 days 01:57:14.231000,317.0,320.0,316.0,328.0,False,HARD,12.0,True,Williams,0 days 01:55:51.687000,,1,14.0,False,,False,True,1.184,1,350.0,-22.0,2.691999999999993
